eoname,schoolname
Черкаська гімназія №9 імені О.М.Луценка Черкаської міської ради Черкаської області,Черкаська гімназія №9 ім. О.М.Луценка Черкаської міської ради Черкаської області
"Навчально-виховний комплекс ""Ліцей- загальноосвітня школа І-ІІІ ступенів ""Лідер"" Смілянської міської ради Черкаської області"," Навчально-виховний комплекс ""Ліцей - загальноосвітня школа І-ІІІ ступенів ""Лідер"" Смілянської міської ради Черкаської області"
"Комунальний заклад ""Лисянська загальноосвітня школа І-ІІІ ступенів № 2 Лисянської селищної ради Черкаської області""","Комунальний заклад ""Лисянська загальноосвітня школа І-ІІІ ступенів №2"" Лисянської селищної ради Черкаської області"
Червонослобідський заклад загальної середньої освіти І-ІІІ ступенів №1 Червонослобідської сільської ради Черкаської області,Червонослобідський заклад загальної середньої освіти І-ІІІ ступенів № 1 Червонослобідської сільської ради Черкаської області
Смілянська загальноосвітня школа І-ІІІ ступенів №11 Смілянської міської ради Черкаської області,Смілянська загальноосвітня школа І - ІІІ ступенів № 11 Смілянської міської ради Черкаської області
"Уманський навчально-виховний комплекс ""Загальноосвітня школа І - ІІІ ступенів №7 - колегіум"" Уманської міської ради Черкаської області","Уманський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №7-колегіум"" Уманської міської ради Черкаської області"
"Тальнівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів №1 - гімназія"" Тальнівської міської ради Тальнівського району Черкаської області","Тальнівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів №1-гімназія"" Тальнівської міської ради Тальнівського району Черкаської області"
"Навчально-виховний комплекс ""Загальноосвітня школа І-IІІ ступенів №3 - колегіум"" Смілянської міської ради Черкаської області","Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №3-колегіум"" Смілянської міської ради Черкаської області"
"Шабельниківський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Золотоніської районної ради Черкаської області","Шабельниківський навчально-виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Золотоніської районної ради Черкаської області"
Канівська загальноосвітня школа І-ІІІ ступенів №4 Канівської міської ради Черкаської області,Канівська загальноосвітня школа I - ІІІ ступенів №4 Канівської міської ради Черкаської області
Черкаська загальноосвітня школа І-ІІІ ступенів №11 Черкаської міської ради Черкаської області,Черкаська загальноосвітня школа І-ІІІ ступенів № 11 Черкаської міської ради Черкаської області
Черкаська спеціалізована школа I-III ступенів №28 імені Т.Г.Шевченка Черкаської міської ради Черкаської області,Черкаська спеціалізована школа І-ІІІ ступенів №28 ім. Т.Г. Шевченка Черкаської міської ради Черкаської області
Гельмязівська загальноосвітня школа І-ІІІ ступенів Золотоніської районної ради Черкаської області,Гельмязівська загально-освітня школа І-ІІІ ступенів Золотоніської районної ради Черкаської області
Корсунь-Шевченківська загальноосвітня школа І-ІІІ ступенів №2 Корсунь-Шевченківської районної ради Черкаської області,Корсунь-Шевченківська загальноосвітня школа І-ІІІ ступенів №2 Корсунь - Шевченківської районної ради Черкаської області
"Смілянський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів №15"" Смілянської міської ради Черкаської області","Смілянський навчально-виховний комплекс ""Дошкільний навчальний заклад-загальноосвітня школа І-ІІІ ступенів №15"" Смілянської міської ради Черкаської області"
"Навчально-виховний комплекс ""Уманська міська гімназія - школа естетичного виховання"" Уманської міської ради Черкаської області","НВК ""Уманська міська гімназія - школа естетичного виховання"" Уманської міської ради Черкаської області"
"Шполянський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №2 - ліцей"" Шполянської міської ради об'єднаної територіальної громади Черкаської області","Шполянський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №2-ліцей"" Шполянської міської ради об'єднаної територіальної громади Черкаської області._x000D_
"
Золотоніська гімназія імені С.Д.Скляренка Золотоніської міської ради Черкаської області,Золотоніська гімназія ім.С.Д.Скляренка Золотоніської міської ради Черкаської області
Кривчунський заклад загальної середньої освіти І-ІІІ ступенів Жашківської районної ради Черкаської області,Кривчунський заклад загальної середньої освіти І-ІІІ ступенів Жашківської районної ради Черкаської області 
Канівська спеціалізована школа І-ІІІ ступенів №6 з поглибленим вивченням іноземних мов Канівської міської ради Черкаської області,Канівська спеціалізована школа І-ІІІ ступенів № 6 з поглибленим вивченням іноземних мов Канівської міської ради Черкаської області
"Калениківський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Золотоніської районної ради Черкаської області","Калениківський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Золотоніської районної ради Черкаської області_x000D_
"
Уманська загальноосвітня школа І-ІІІ ступенів №5 імені В.І.Чуйкова Уманської міської ради Черкаської області,Уманська загальноосвітня школа І - ІІІ ступенів №5 ім. В.І.Чуйкова Уманської міської ради Черкаської області
Піщанська загальноосвітня школа І-ІІІ ступенів Золотоніської районної ради Черкаської області,"Піщанська загальноосвітня школа І-ІІІ ступенів Золотоніської районної ради Черкаської області_x000D_
"
Жашківський заклад загальної середньої освіти І-ІІІ ступенів №3 ім. І. М. Ляшенка Жашківської міської ради Черкаської області,Жашківський заклад загальної середньої освіти І-ІІІ ст. №3 ім. І.М.Ляшенка Жашківської міської ради Черкаської області
"Мар'янівський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Шполянської районної ради Черкаської області","Мар'янівський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І - ІІІ ступенів"" Шполянської районної ради Черкаської області"
Городецька загальноосвітня школа І-ІІІ ступенів Паланської сільської ради Уманського району Черкаської області,"Городецька загальноосвітня школа І - ІІІ ступенів_x000D_
 Паланської сільської ради Уманського району Черкаської області"
Черкаська загальноосвітня школа І-ІІІ ступенів №24 Черкаської міської ради Черкаської області,Черкаська загальноосвітня школа І-ІІІ ступенів № 24 Черкаської міської ради Черкаської області
Звенигородська спеціалізована школа І-ІІІ ступенів імені Тараса Шевченка Звенигородської районної ради Черкаської області,"Звенигородська спеціалізована школа І-ІІІ ступенів імені Тараса Шевченка_x000D_
Звенигородської райoнної ради Черкаської області"
Сагунівський заклад загальної середньої освіти І-ІІІ ступенів Сагунівської сільської ради Черкаської області,Сагунівський заклад загальної середньої освіти I-III ступенів Сагунівської сільської ради Черкаської області
Мокрокалигірська загальноосвітня школа І-ІІІ ступенів Мокрокалигірської сільської ради Катеринопільського району Черкаської області,Мокрокалигірська загальноосвітня школа І-ІІІ ступенів Мокрокалигірської сільської ради Катеринопільського району Черкаської області 
"Нетеребський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Набутівської сільської ради Корсунь-Шевченківського району Черкаської області","Нетеребський навчально - виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І - ІІІ ступенів"" Набутівської сільської ради Корсунь - Шевченківського району Черкаської області"
"Опорний заклад освіти ""Медведівський заклад загальної середньої освіти І-ІІІ ст. ім. М.Залізняка"" Медведівської сільської ради Черкаської області","Опорний заклад освіти ""Медведівський заклад загальної середньої освіти І-ІІІ ступенів ім. М.Залізняка"" Медведівської сільської ради Черкаської області "
Старобабанівський ліцей Дмитрушківської сільської ради Уманського району Черкаської області,Старобабанівський ліцей Дмитрушківської сільської ради Уманського районну Черкаської області
Городищенська загальноосвітня школа І-ІІІ ступенів №1 імені С.С.Гулака-Артемовського Городищенської районної ради Черкаської області,Городищенська загальноосвітня школа І-ІІІ ступенів № 1 імені С.С.Гулака-Артемовського Городищенської районної ради Черкаської області 
Черкаська загальноосвітня школа І-ІІІ ступенів №30 Черкаської міської ради Черкаської області,"Черкаська загальноосвітня школа І-ІІІ ступенів № 30_x000D_
Черкаської міської ради Черкаської області"
Черкаська спеціалізована школа І-ІІІ ступенів №18 імені В'ячеслава Чорновола Черкаської міської ради Черкаської області,Черкаська спеціалізована школа I-III ступенів №18 імені В'ячеслава Чорновола Черкаської міської ради Черкаської області
Черкаська загальноосвітня школа І-ІІІ ступенів №22 Черкаської міської ради Черкаської області,Черкаська загальноосвітня школа І - ІІІ ступенів №22 Черкаської міської ради Черкаської області
Черкаська загальноосвітня школа І-ІІІ ступенів №25 Черкаської міської ради Черкаської області,Черкаська загальноосвітня школа І-ІІІ ступенів № 25 Черкаської міської ради Черкаської області
Смілянська спеціалізована школа І-ІІІ ступенів №12 Смілянської міської ради Черкаської області,Смілянська спеціалізована школа І-ІІІ ступенів № 12 Смілянської міської ради Черкаської області
Вишнопільська загальноосвітня школа І-ІІІ ступенів Тальнівської районної ради Черкаської області,Вишнопільська загальноосвітня школа І - ІІІ ступенів Тальнівської районної ради Черкаської області
Шрамківська загальноосвітня школа І-ІІІ ступенів Драбівської районної ради Черкаської області,Шрамківська загальноосвітня школа І-ІІІ ступенів Драбівської районної ради Черкаської області 
"Комунальний заклад ""Катеринопільський навчально-виховний комплекс №1""Загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Катеринопільської районної ради Черкаської області","Комунальний заклад ""Катеринопільський навчально-виховний комплекс №1 ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Катеринопільської районної ради Черкаської області"
Заклад загальної середньої освіти І-ІІІ ступенів ім. Героя Радянського Союзу С.А. Куниці села Великий Хутір Великохутірської сільської ради Драбівського району Черкаської області,Заклад загальної середньої освіти І-ІІІ ст. імені Героя Радянського Союзу С.А.Куниці села Великий Хутір Великохутірської сільської ради Драбівського району Черкаської області
Смілянська загальноосвітня школа I-III ступенів №1 Смілянської міської ради Черкаської області,Смілянська загальноосвітня школа І-ІІІ ступенів №1 Смілянської міської ради Черкаської області
Малосевастянівська загальноосвітня школа І-ІІІ ступенів Христинівської районної ради Черкаської області,"Малосевастянівська загальноосвітня школа І-ІІІ ступенів_x000D_
 Христинівської районної ради Черкаської області"
Черкаська загальноосвітня школа І-ІІІ ступенів №26 ім. І.Ф. Момота Черкаської міської ради Черкаської області,Черкаська загальноосвітня школа І-ІІІ ступенів № 26 ім. І.Ф. Момота Черкаської міської ради Черкаської області
Кам’янська загальноосвітня спеціалізована школа І-ІІІ ступенів № 2 з поглибленим вивченням окремих предметів Кам’янської міської ради Черкаської області,Кам'янська загальноосвітня спеціалізована школа І-ІІІ ступенів №2 з поглибленим вивченням окремих предметів Кам'янської міської ради Черкаської області
Нагірнянський заклад загальної середньої освіти І-ІІІ ступенів Жашківської районної ради Черкаської області,Нагірнянський заклад загальної середньої освіти І- ІІІ ступенів Жашківської районної ради Черкаської області
Чорнобаївська загальноосвітня школа І-ІІІ ступенів №1 Чорнобаївської районної ради Черкаської області,Чорнобаївська загальноосвітня школа І-ІІІ ступенів № 1Чорнобаївської районної ради Черкаської області
"Деренкoвецький навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Набутівської сільської ради Корсунь-Шевченківського району Черкаської області","Деренковецький навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Набутівської сільської ради Корсунь-Шевченківського району Черкаської області"
Черкаська загальноосвітня школа І-ІІІ ступенів №21 ім. Ю.Г. Іллєнка Черкаської міської ради Черкаської області,Черкаська загальноосвітня школа І-ІІІ ступенів № 21 ім. Ю.Г. Іллєнка Черкаської міської ради Черкаської області
"Придніпровський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Чорнобаївської районної ради Черкаської області","Придніпровський навчально-виховний комплекс ""Дошкільний навчальний заклад-загальноосвітня школа І-ІІІ ступенів"" Чорнобаївської районної ради Черкаської області"
"Чорнявський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Черкаської районної ради Черкаської області","Чорнявський навчально-виховний комплекс ""Дошкільний навчальний заклад-загальноосвітня школа І-ІІІ ступенів"" Черкаської районної ради Черкаської області"
Городищенський економічний ліцей Городищенської районної ради Черкаської області,Городищенський економічний ліцей Городищенської районної ради Черкаськоїобласті
Чигиринський навчально-виховний комплекс «заклад загальної середньої освіти І-ІІІ ступенів № 3-заклад дошкільної освіти» Чигиринської міської ради Черкаської області,"Чигиринський навчально-виховний комплекс ""заклад загальної середньої освіти І-ІІІ ступенів №3-заклад дошкільної освіти"" Чигиринської міської ради Черкаської області"
Уманська загальноосвітня школа І-ІІІ ступенів №8 Уманської міської ради Черкаської області,Уманська загальноосвітня школа І-ІІІ ступенів № 8 Уманської міської ради Черкаської області
"Комунальний заклад""Катеринопільський навчально-виховний комплекс №2 ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Катеринопільської районної ради Черкаської області","Комунальний заклад ""Катеринопільський навчально - виховний комплекс №2"" Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Катеринопільської районної ради Черкаської області"
Благодатнівська загальноосвітня школа І-ІІІ ступенів імені Г. П. Берези Золотоніської районної ради Черкаської області,Благодатнівська загальноосвітня школа І-ІІІ ступенів ім. Г.П. Берези Золотоніської районної ради Черкаської області
Черкаська загальноосвітня школа І-ІІІ ступенів №12 Черкаської міської ради Черкаської області,Черкаська загальноосвітня школа І- ІІІ ступенів № 12 Черкаської міської ради Черкаської області
Звенигородська спеціалізована школа І-ІІІ ступенів №1 Звенигородської районної ради Черкаської області,"Звенигородська спеціалізована школа І-ІІІ ступенів №1 _x000D_
Звенигородської районної ради Черкаської області "
"Княжицький навчально-виховний комплекс ""дошкільний навчальний заклад - загальноосвітній навчальний заклад І-ІІІ ступенів"" Звенигородської районної ради Черкаської області","Княжицький навчально - виховний комплекс ""дошкільний навчальний заклад - загальноосвітній навчальний заклад І - ІІІ ступенів"" Звенигородської районної ради Черкаської області"
"Мар'янівський навчально-виховний комплекс ""Дошкільний навчальний заклад-загальноосвітня школа І-ІІІ ступенів"" Лисянської районної ради Черкаської області","Мар'янівський навчально- виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Лисянської районної ради Черкаської області "
Уманська загальноосвітня школа І-ІІІ ступенів №9 Уманської міської ради Черкаської області,"Уманська загальноосвітня школа І-ІІІ ступенів №9_x000D_
Уманської міської ради_x000D_
Черкаської області"
Жашківський заклад загальної середньої освіти І-ІІІ ступенів №5 Жашківської міської ради Черкаської області,"Жашківський заклад загальної середньої освіти І-ІІІ ступенів №5_x000D_
Жашківської міської ради Черкаської області_x000D_
 "
Великобурімська загальноосвітня школа І-ІІІ ступенів Чорнобаївської районної ради Черкаської області,"Великобурімська загальноосвітня школа І-ІІІ ступенів_x000D_
Чорнобаївської районної ради Черкаської області"
Орловецька загальноосвітня школа І-ІІІ ступенів Городищенської районної ради Черкаської області,"_x000D_
Орловецька загальноосвітня школа І - ІІІ ступенів Городищенської районної ради Черкаської області"
Черкаська загальноосвітня школа І-ІІІ ступенів №7 Черкаської міської ради Черкаської області,"Черкаська загальноосвітня школа І-ІІІ ступенів №7 _x000D_
Черкаської міської ради Черкаської області "
Черкаська спеціалізована школа І-ІІІ ступенів №33 імені В.Симоненка Черкаської міської ради Черкаської області,Черкаська спеціалізована школа І-ІІІ ступенів №33 ім. В. Симоненка Черкаської міської ради Черкаської області
Черкаська спеціалізована школа І-ІІІ ступенів №13 Черкаської міської ради Черкаської області,Черкаська спеціалізована школа І-ІІІ ступенів № 13 Черкаської міської ради Черкаської області
Уманська загальноосвітня школа І-ІІІ ступенів №1 імені О.С.Пушкіна Уманської міської ради Черкаської області,Уманська загальноосвітня школа І-ІІІ ступенів №1 ім. О.С.Пушкіна Уманської міської ради Черкаської області
Тинівський заклад загальної середньої освіти І-ІІІ ступенів Жашківської районної ради Черкаської області, Тинівський заклад загальної середньої освіти І-ІІІ ступенів Жашківської районної ради Черкаської області
"Комунальний опорний заклад ""Боярський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Лисянської районної ради Черкаської області","Комунальний опорний заклад ""Боярський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Лисянської районної ради Черкаської області"""
Худяківський заклад загальної середньої освіти І-ІІІ ступенів імені Героя Радянського Союзу Г.Є.Брика Леськівської сільської ради Черкаського району Черкаської області,Худяківський заклад загальної середньої освіти І-ІІІ ступенів ім. Героя Радянського Союзу Г.Є. Брика Леськівської сільської ради Черкаського району Черкаської області
Корсунь- Шевченківський ліцей Корсунь-Шевченківської районної ради Черкаської області,Корсунь-Шевченківський ліцей Корсунь-Шевченківської районної ради Черкаської області
Мошнівська загальноосвітня школа І-ІІІ ступенів Черкаської районної ради Черкаської області,Мошнівська загальноосвітня школа I-III ступенів Черкаської районної ради Черкаської області
"Комунальний заклад ""Степанецький ліцей - опорний заклад загальної середньої освіти"" Степанецької сільської ради об'єднаної територіальної громади Черкаської області","Комунальний заклад ""Степанецький ліцей - опорний заклад загальної середньої освіти ""Степанецької сільської ради об'єднаної територіальної громади Черкаської області"
"Лящівський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Чорнобаївської районної ради Черкаської області","Лящівський навчально - виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І - ІІІ ступенів"" Чорнобаївської районної ради Черкаської області"
"Комунальний опорний заклад ""Лисянський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №1 - гімназія - дошкільний навчальний заклад"" Лисянської селищної ради Черкаської області""","Комунальний опорний заклад ""Лисянський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №1 - гімназія - дошкільний навчальний заклад"" Лисянської селищної ради Черкаської області"
"Матусівський навчально-виховний комплекс ""Заклад дошкільної освіти - загальноосвітня школа І-ІІІ ступенів №1"" Матусівської сільської ради Черкаської області","Матусівський навчально-виховний комплекс ""Заклад дошкільної освіти - загальноосвітня школа І-ІІІ ступенів № 1"" Матусівської сільської ради Черкаської області"
Соколівський опорний заклад загальної середньої освіти І-ІІІ ступенів Соколівської сільської ради,Соколівський опорний заклад загальної середньої освіти І-ІІІ ступенів Соколівської сільської ради 
Черкаська загальноосвітня школа І-ІІІ ступенів №5 Черкаської міської ради Черкаської області,Черкаська загальноосвітня школа І - ІІІ ступенів № 5 Черкаської міської ради Черкаської області
Сунківська загальноосвітня школа І-ІІІ ступенів Смілянської районної ради Черкаської області,"Сунківська загальноосвітня школа І-ІІІ ступенів _x000D_
Смілянської районної ради Черкаської області_x000D_
"
"Стецівський навчально-виховний комплекс ""заклад загальної середньої освіти І-ІІІ ступенів-заклад дошкільної освіти"" Чигиринської міської ради Черкаської області","Стецівський навчально-виховний комплекc ""заклад загальної середньої освіти І - ІІІ ступенів - заклад дошкільної освіти""_x000D_
Чигиринської міської ради Черкаської області"
Тетерівський заклад загальної середньої освіти І-ІІІ ступенів Жашківської районної ради Черкаської області,"Тетерівський заклад загальної середньої освіти І-ІІІ ступенів_x000D_
 Жашківської районної ради Черкаської області"
"Коврайський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" імені Г.С. Сковороди Плешканівської сільської ради Золотоніського району Черкаської області","Коврайський навчально-виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" імені Г. С. Сковороди Плешканівської сільської ради Золотоніського району Черкаської області"
"Москаленківський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Чорнобаївської районної ради Черкаської області","Москаленківський навчально-виховний комплекс_x000D_
""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів""_x000D_
Чорнобаївської районної ради_x000D_
Черкаської області"
Комунальний заклад «Келебердянський ліцей» Ліплявської сільської ради Канівського району Черкаської області.,"Комунальний заклад"" Келебердянський ліцей"" Ліплявської сільської ради Канівського району Черкаської області"
"Лебединський навчально-виховний комплекс ""Заклад дошкільної освіти- загальноосвітня школа І-ІІІ ступенів №1"" Шполянської міської ради об`єднаної територіальної громади Черкаської області","Лебединський навчально-виховний комплекс ""Заклад дошкільної освіти - загальноосвітня школа І-ІІІ ступенів №1"" Шполянської міської ради об`єднаної територіальної громади Черкаської області"
Черкаська загальноосвітня школа І-ІІІ ступенів №6 Черкаської міської ради Черкаської області,Черкаська загальноосвітня школа І-ІІІ ступенів № 6 Черкаської міської ради Черкаської області
"Комунальний заклад ""Жаботинський ліцей Кам'янської районної ради Черкаської області""","Комунальний заклад ""Жаботинський ліцей Кам'янської районної ради Черкаської областіІ"""
"Дубівський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів""Уманської районної ради Черкаської області","Дубівський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Уманської районної ради Черкаської області"
Смілянська загальноосвітня школа І-ІІІ ступенів №6 Смілянської міської ради Черкаської області,Смілянська загальноосвітня школа I-III ступенів №6 Смілянської міської ради Черкаської області
"УМАНСЬКИЙ НАВЧАЛЬНО - ВИХОВНИЙ КОМПЛЕКС ""ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №10 - МЕДИЧНА ГІМНАЗІЯ"" УМАНСЬКОЇ МІСЬКОЇ РАДИ ЧЕРКАСЬКОЇ ОБЛАСТІ","УМАНСЬКИЙ НАВЧАЛЬНО-ВИХОВНИЙ КОМПЛЕКС ""ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №10 - МЕДИЧНА ГІМНАЗІЯ"" УМАНСЬКОЇ МІСЬКОЇ РАДИ ЧЕРКАСЬКОЇ ОБЛАСТІ"
Мліївський ліцей №2 імені Миколи Михайловича Артеменка Мліївської сільської ради,"Мліївський ліцей №2 імені Миколи Михайловича Артеменка Мліївської сільської ради_x000D_
_x000D_
"
Заклад загальної середньої освіти І-ІІІ ступенів с. Бойківщина Михайлівської сільської ради Драбівського району Черкаської області,Заклад загальної середньої освіти І-ІІІ ступенів с.Бойківщина Михайлівської сільської ради Драбівського району Черкаської області
Стецівський навчально-виховний комплекс «Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад» - МАНМ Звенигородської районної ради Черкаської області,"Стецівський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" - МАНМ Звенигородської районної ради Черкаської області"
