KATOTTG_2023,KOATUU_2020,category,name,english name
UA61020070080036701,6125885902,village,Вербиця,
UA61020070090040042,6123485902,village,Весела,
UA61020070100043912,6123480703,village,Веселівка,
UA61020070110020043,6123481701,village,Гаї,
UA61020070120072248,6123482001,village,Горинка,
UA61020070130030977,6123481702,village,Града,
UA61020070140044044,6123483102,village,Двірець,
UA61020070150078246,6123481703,village,Діброва,
UA61020070160088200,6123482301,village,Дунаїв,
UA61020070170050211,6123482002,village,Духів,
UA61020070180065142,6123482601,village,Жолоби,
UA61020070190013755,6123489003,village,Зеблози,
UA61020070200046792,6123482905,village,Іванківці,
UA61020070210054674,6123481405,village,Іква,
UA61020070220068572,6123482901,village,Катеринівка,
UA61020070230011710,6123481704,village,Кімната,
UA61020070240026468,6123483101,village,Колосова,
UA61020070250084332,6123483801,village,Крижі,
UA61020070260039032,6125885903,village,Кудлаївка,
UA61020070270073037,6123482303,village,Куликів,
UA61020070280011722,6123482003,village,Кушлин,
UA61020070290033143,6123480704,village,Лішня,
UA61020070300080259,6123481402,village,Малі Бережці,
UA61020070310035357,6123485903,village,Новий Кокорів,
UA61020070320070012,6125885901,village,Підгайці,Pidhaitsi
UA61020070330068697,6123485602,village,Підлісне,
UA61020070340010722,6123486202,village,Підлісці,
UA61020070350072330,6123485601,village,Плоске,
UA61020070360071665,6123485901,village,Попівці,
UA61020070370085589,6123482902,village,Рибча,
UA61020070380082153,6123483103,village,Рудка,
UA61020070390044162,6123482304,village,Савчиці,
UA61020070400082884,6123487101,village,Сапанів,
UA61020070410061565,6123485905,village,Старий Кокорів,
UA61020070420034267,6123481403,village,Хотівка,
UA61020070430028531,6123489001,village,Чугалі,
UA61020070440060537,6123489401,village,Шпиколоси,
UA61020090000020422,6123810100,hromada,Лановецька,
UA61020090010092599,6123810100,city,Ланівці,Lanivtsi
UA61020090020078037,6123881201,village,Бережанка,
UA61020090030030709,6123880901,village,Білозірка,
UA61020090040021501,6123881801,village,Буглів,
UA61020090050092020,6123882001,village,Ванжулів,
UA61020090060065246,6123884403,village,Велика Білка,
UA61020090070038024,6123882401,village,Вербовець,
UA61020090080067137,6123882701,village,Верещаки,
UA61020090090061292,6123883001,village,Вишгородок,
UA61020090100057525,6123882801,village,Влащинці,
UA61020090110013235,6123810101,village,Волиця,
UA61020090120030075,6123883302,village,Грибова,
UA61020090130023927,6123883301,village,Гриньки,
UA61020090140020340,6123881203,village,Жуківці,
UA61020090150047944,6123883701,village,Загірці,
UA61020090160072288,6123884001,village,Іванківці,
UA61020090170089376,6123883303,village,Козачки,
UA61020090180044444,6123882703,village,Коржківці,
UA61020090190039238,6123885002,village,Коростова,
UA61020090200012589,6123884201,village,Краснолука,
UA61020090210077014,6123885003,village,Кутиска,
UA61020090220069727,6123884301,village,Лопушне,
UA61020090230023178,6123881805,village,Люлинці,
UA61020090240056291,6123884401,village,Мала Білка,
UA61020090250077946,6123882004,village,Мала Карначівка,
UA61020090260036531,6123810103,village,Малі Кусківці,
UA61020090270054065,6123884405,village,Мартишківці,
UA61020090280021487,6123883705,village,Михайлівка,Mykhailivka
UA61020090290020505,6123884501,village,Молотків,
UA61020090300081345,6123884801,village,Москалівка,
UA61020090310022094,6123881806,village,Огризківці,
UA61020090320045212,6123810105,village,Оришківці,
UA61020090330087407,6123884505,village,Осники,
UA61020090340081066,6123884305,village,Пахиня,
UA61020090350061515,6123885001,village,Печірна,
UA61020090360040814,6123884803,village,Плиска,
UA61020090370063867,6123883005,village,Соколівка,
UA61020090380024199,6123880303,village,Татаринці,
UA61020090390030457,6123880905,village,Шушківці,
UA61020090400093888,6123886201,village,Юськівці,
UA61020090410081001,6123880301,village,Якимівці,
UA61020110000084342,6123484400,hromada,Лопушненська,
UA61020110010095359,6123484401,village,Лопушне,
UA61020110020049823,6123480401,village,Башуки,
UA61020110030089764,6123484402,village,Велика Горянка,
UA61020110040071932,6123484404,village,Волиця,
UA61020110050056133,6123487602,village,Івання,
UA61020110060045830,6123484403,village,Крутнів,
UA61020110070036908,6123484406,village,Мала Горянка,
UA61020110080067463,6123480402,village,Новий Олексинець,
UA61020110090067358,6123484405,village,Раславка,
UA61020110100097422,6123486501,village,Розтоки,
UA61020110110042971,6123487601,village,Старий Олексинець,
UA61020130000037505,6123410500,hromada,Почаївська,
UA61020130010032621,6123410500,city,Почаїв,
UA61020130020079106,6123484702,village,Борщівка,
UA61020130030028980,6123481001,village,Будки,
UA61020130040055282,6123481002,village,Валігури,
UA61020130050015460,6123410501,village,Затишшя,
UA61020130060033428,6123410502,village,Комарин,
UA61020130070087271,6123481003,village,Комарівка,
UA61020130080055329,6123484101,village,Лідихів,
UA61020130090067389,6123484701,village,Лосятин,
UA61020130100016572,6123486801,village,Ридомиль,
UA61020130110031156,6123487801,village,Старий Почаїв,
UA61020130120092058,6123410503,village,Старий Тараж,
UA61020150000036935,6125810100,hromada,Шумська,
UA61020150010042611,6125810100,city,Шумськ,Shumsk
UA61020150020067908,6125810101,village,Андрушівка,Andrushivka
UA61020150030023196,6125810102,village,Антонівці,
UA61020150040097565,6125810103,village,Башківці,
UA61020150050063840,6125810104,village,Биківці,
UA61020150060097889,6125810105,village,Бірки,
UA61020150070023438,6125810106,village,Боложівка,
UA61020150080079805,6125810107,village,Бриків,
UA61020150090042572,6125881501,village,Васьківці,
UA61020150100088764,6125810108,village,Велика Іловиця,
UA61020150110054979,6125882401,village,Вілія,
UA61020150120025376,6125810109,village,Жолобки,
UA61020150130053274,6125810110,village,Забара,
UA61020150140084346,6125810111,village,Залісці,
UA61020150150088278,6125810112,village,Залужжя,
UA61020150160060509,6125810113,village,Коновиця,
UA61020150170052629,6125810114,village,Кордишів,
UA61020150180025810,6125810115,village,Круголець,
UA61020150190092851,6125881502,village,Кути,
UA61020150200045665,6125810116,village,Кутянка,
UA61020150210065210,6125810117,village,Літовище,
UA61020150220042614,6125885101,village,Людвище,
UA61020150230035726,6125810118,village,Мала Іловиця,
UA61020150240076920,6125881503,village,Малі Садки,
UA61020150250092930,6125810119,village,Мирове,
UA61020150260069384,6125882402,village,Новосілка,
UA61020150270045892,6125810120,village,Новостав,
UA61020150280073049,6125810121,village,Обич,
UA61020150290079413,6125810122,village,Одерадівка,
UA61020150300053268,6125810123,village,Онишківці,
UA61020150310022887,6125810124,village,Переморівка,
UA61020150320069223,6125810125,village,Потуторів,
UA61020150330029494,6125810126,village,Рохманів,
UA61020150340057787,6125810127,village,Руська Гута,
UA61020150350075635,6125810128,village,Соснівка,
UA61020150360048002,6125810129,village,Сошище,
UA61020150370062028,6125810130,village,Стіжок,
UA61020150380081061,6125810131,village,Сураж,
UA61020150390058496,6125882403,village,Тетильківці,
UA61020150400095209,6125810132,village,Тилявка,
UA61020150410012045,6125810133,village,Угорськ,
UA61020150420065006,6125810134,village,Ходаки,
UA61020150430080940,6125888701,village,Цеценівка,
UA61020150440015688,6125810135,village,Шумбар,
UA61040000000090285,6125200000,district,Тернопільський,Ternopilskyi
UA61040010000042862,6125280600,hromada,Байковецька,
UA61040010010041632,6125280601,village,Байківці,
UA61040010020090820,6125287103,village,Ангелівка,
UA61040010030080699,6125280602,village,Гаї-Гречинські,
UA61040010040086996,6125280603,village,Гаї-Шевченківські,
UA61040010050063528,6125280604,village,Дубівці,
UA61040010060046907,6125280605,village,Курники,
UA61040010070042816,6125280606,village,Лозова,Lozova
UA61040010080061016,6122487250,village,Охримівці,
UA61040010090046271,6125287101,village,Романівка,
UA61040010100064421,6122487601,village,Романове Село,
UA61040010110049310,6125280607,village,Соборне,
UA61040010120014011,6125280608,village,Стегниківці,
UA61040010130048607,6125287701,village,Ступки,
UA61040010140078218,6125280609,village,Чернелів-Руський,
UA61040010150032067,6125280610,village,Шляхтинці,
UA61040030000060956,6110500000,hromada,Бережанська,
UA61040030010016917,6110500000,city,Бережани,Berezhany
UA61040030020018393,6120482502,village,Баранівка,Baranivka
UA61040030030040244,6120480601,village,Біще,
UA61040030040025069,6120481802,village,Гиновичі,
UA61040030050036546,6120481601,village,Жовнівка,
UA61040030060077873,6120481801,village,Жуків,
UA61040030070093990,6120480603,village,Залужжя,
UA61040030080021226,6120489402,village,Комарівка,
UA61040030090026128,6120489102,village,Краснопуща,
UA61040030100064168,6120482501,village,Куропатники,
UA61040030110043108,6110590001,village,Лісники,
UA61040030120092071,6120484901,village,Надрічне,
UA61040030130010095,6120481804,village,Підлісне,
UA61040030140095107,6120489103,village,Пліхів,
UA61040030150047191,6120480605,village,Поручин,
UA61040030160081967,6120486001,village,Посухів,
UA61040030170042871,6120486401,village,Потутори,
UA61040030180052131,6110590002,village,Рай,
UA61040030190083934,6120489101,village,Урмань,
UA61040030200010270,6120489401,village,Шибалин,
UA61040030210088694,6120482503,village,Ясне,
UA61040050000096355,6125280700,hromada,Білецька,
UA61040050010054651,6125280701,village,Біла,
UA61040050020044622,6125281901,village,Великий Глибочок,
UA61040050030097580,6122687702,village,Дітківці,
UA61040050040019446,6125286002,village,Івачів Горішній,
UA61040050050010409,6125286001,village,Івачів Долішній,
UA61040050060012769,6125283401,village,Ігровиця,
UA61040050070088936,6122687701,village,Мшанець,
UA61040050080032865,6125286801,village,Плотича,
UA61040050090050198,6122687703,village,Хомівка,
UA61040050100097410,6125289701,village,Чистилів,
UA61040070000079091,6125255200,hromada,Великоберезовицька,
UA61040070010077050,6125255200,urban village,Велика Березовиця,
UA61040070020033225,6125280901,village,Буцнів,
UA61040070030095118,6125282201,village,Велика Лука,
UA61040070040075674,6125283701,village,Йосипівка,
UA61040070050020059,6125285102,village,Лучка,
UA61040070060019089,6125284901,village,Мар’янівка,
UA61040070070026288,6125285101,village,Миролюбівка,
UA61040070080077564,6125285401,village,Мишковичі,
UA61040070090092145,6125285701,village,Настасів,
UA61040070100039120,6125286401,village,Острів,
UA61040070110020126,6125286701,village,Петриків,
UA61040070120082263,6125280902,village,Серединки,
UA61040070130050204,6125282202,village,Хатки,
UA61040090000047241,6125255400,hromada,Великобірківська,
UA61040090010024752,6125255400,urban village,Великі Бірки,
UA61040090020076593,6125284802,village,Костянтинівка,Kostiantynivka
UA61040090030015525,6125284801,village,Малий Ходачків,
UA61040090040059850,6125287501,village,Смиківці,
UA61040110000010646,6125281700,hromada,Великогаївська,
UA61040110010023165,6125281701,village,Великі Гаї,
UA61040110020087319,6125281702,village,Баворів,
UA61040110030017504,6125281704,village,Білоскірка,
UA61040110040034690,6125281705,village,Грабовець,
UA61040110050077111,6125281706,village,Дичків,
UA61040110060022542,6125281707,village,Застав’є,
UA61040110070075173,6125281708,village,Застінка,
UA61040110080016275,6125281703,village,Кип’ячка,
UA61040110090043338,6125281709,village,Козівка,
UA61040110100069176,6125281710,village,Красівка,
UA61040110110014914,6125281711,village,Прошова,
UA61040110120035253,6125281712,village,Скоморохи,
UA61040110130028039,6125281713,village,Смолянка,
UA61040110140034567,6125281714,village,Теофілівка,
UA61040110150023399,6125281715,village,Товстолуг,
UA61040130000085402,6122655300,hromada,Залозецька,
UA61040130010050614,6122655300,urban village,Залізці,
UA61040130020058916,6122680401,village,Білоголови,
UA61040130030067084,6122688902,village,Білокриниця,
UA61040130040060139,6122685702,village,Бліх,
UA61040130050026344,6122681801,village,Гаї-за-Рудою,
UA61040130060096436,6122681901,village,Гаї-Розтоцькі,
UA61040130070056515,6122683401,village,Загір’я,
UA61040130080029915,6122685701,village,Мильне,
UA61040130090038652,6122680403,village,Нетерпинці,
UA61040130100021061,6122687601,village,Панасівка,
UA61040130110021906,6122688602,village,Підберізці,
UA61040130120093414,6122688202,village,Піщане,
UA61040130130059427,6122688201,village,Ратищі,
UA61040130140089487,6122688401,village,Ренів,
UA61040130150070032,6122688601,village,Серетець,
UA61040130160027686,6122688901,village,Тростянець,Trostianets
UA61040130170013742,6122689601,village,Чистопади,
UA61040130180064154,6122687602,village,Чорний Ліс,
UA61040150000098181,6122484800,hromada,Збаразька,
UA61040150010018110,6122410100,city,Збараж,Zbarazh
UA61040150020071951,6122480401,village,Базаринці,
UA61040150030066132,6122484802,village,Болязуби,
UA61040150040067783,6122488202,village,Верняки,
UA61040150050097704,6122483302,village,Витківці,
UA61040150060082343,6122481501,village,Вищі Луб’янки,
UA61040150070076431,6122484803,village,Глинчуки,
UA61040150080027296,6122481801,village,Гніздичне,
UA61040150090014388,6122486402,village,Гори-Стрийовецькі,
UA61040150100059448,6122485603,village,Грицівці,
UA61040150110024538,6122489202,village,Діброва,
UA61040150120013072,6122482401,village,Доброводи,
UA61040150130074120,6122482601,village,Добромірка,
UA61040150140037862,6122483001,village,Залужжя,
UA61040150150045042,6122483140,village,Зарубинці,
UA61040150160094610,6122483301,village,Заруддя,
UA61040150170054355,6122483902,village,Зарудечко,
UA61040150180046759,6122483601,village,Іванчани,
UA61040150190062677,6122483003,village,Івашківці,
UA61040150200021782,6122483903,village,Капустинський Ліс,
UA61040150210097650,6122483901,village,Капустинці,
UA61040150220099966,6123884101,village,Карначівка,
UA61040150230061244,6122484201,village,Киданці,
UA61040150240063242,6122484501,village,Кобилля,
UA61040150250019339,6122484801,village,Колодне,
UA61040150260058870,6122485401,village,Красносільці,
UA61040150270028709,6122485601,village,Кретівці,
UA61040150280080966,6122483005,village,Ліски,
UA61040150290094135,6122486401,village,Максимівка,
UA61040150300031752,6122483602,village,Мала Березовиця,
UA61040150310017408,6122480402,village,Малий Глибочок,
UA61040150320093509,6122483904,village,Мусорівці,
UA61040150330070964,6122486701,village,Нижчі Луб’янки,
UA61040150340020490,6122481502,village,Новий Роговець,
UA61040150350094700,6122487001,village,Новики,
UA61040150360049723,6122483303,village,Олишківці,
UA61040150370069680,6122487002,village,Опрілівці,
UA61040150380069365,6122484804,village,Решнівка,
UA61040150390088242,6122485402,village,Розношинці,
UA61040150400021557,6122487801,village,Синява,
UA61040150410021015,6122487802,village,Синягівка,
UA61040150420095148,6122488201,village,Старий Збараж,
UA61040150430096684,6122488401,village,Стриївка,
UA61040150440057657,6122480403,village,Тарасівка,
UA61040150450078674,6122488403,village,Травневе,
UA61040150460077550,6122481802,village,Хоми,
UA61040150470061793,6122486403,village,Чагарі-Збаразькі,
UA61040150480097098,6122488801,village,Чернихівці,
UA61040150490057532,6122481803,village,Чеснівський Раковець,
UA61040150500012568,6122480404,village,Чорний Ліс,
UA61040150510045731,6122487005,village,Чумалі,
UA61040150520077593,6123884105,village,Шили,
UA61040150530086887,6122489201,village,Шили,
UA61040150540035242,6122484805,village,Шимківці,
UA61040170000086062,6122610100,hromada,Зборівська,
UA61040170010060494,6122610100,city,Зборів,Zboriv
UA61040170020035032,6123080201,village,Августівка,
UA61040170030074021,6122680701,village,Беримівці,
UA61040170040058257,6122680801,village,Бзовиця,
UA61040170050057635,6123080801,village,Велика Плавуча,
UA61040170060042917,6122689802,village,Вільшанка,Vilshanka
UA61040170070088531,6122681101,village,Вірлів,
UA61040170080048742,6122681301,village,Вовчківці,
UA61040170090095539,6122689807,village,Волосівка,
UA61040170100070959,6122682201,village,Гарбузів,
UA61040170110092173,6122682501,village,Годів,
UA61040170120060380,6122686003,village,Грабківці,
UA61040170130056105,6122683101,village,Гукалівці,
UA61040170140087829,6122684502,village,Жабиня,
UA61040170150017710,6122689803,village,Жуківці,
UA61040170160046061,6122683701,village,Заруддя,
UA61040170170038000,6122681302,village,Івачів,
UA61040170180022336,6122682502,village,Йосипівка,
UA61040170190021115,6122684001,village,Кабарівці,
UA61040170200039928,6122684301,village,Калинівка,Kalynivka
UA61040170210077226,6122684501,village,Кальне,
UA61040170220088031,6122681303,village,Корчунок,
UA61040170230042966,6122683702,village,Коршилів,
UA61040170240091983,6122684302,village,Красна,
UA61040170250090659,6122680702,village,Кудинівці,
UA61040170260081235,6122686005,village,Кудобинці,
UA61040170270093502,6122683705,village,Лавриківці,
UA61040170280026574,6122683102,village,Лопушани,
UA61040170290057252,6122682202,village,Манаїв,
UA61040170300080961,6122684002,village,Метенів,
UA61040170310020550,6122686001,village,Млинівці,
UA61040170320042542,6122689703,village,Монилівка,
UA61040170330089648,6122689804,village,Мшана,
UA61040170340025506,6122681304,village,Нище,
UA61040170350013582,6122683707,village,Озерянка,
UA61040170360087862,6122687001,village,Оліїв,
UA61040170370085193,6122687801,village,Перепельники,
UA61040170380087168,6122689805,village,Підгайчики,
UA61040170390021148,6122687901,village,Плісняни,
UA61040170400061604,6122684303,village,Погрібці,
UA61040170410020360,6122686007,village,Присівці,
UA61040170420055860,6122688501,village,Розгадів,
UA61040170430078436,6122688750,village,Славна,
UA61040170440095672,6122683709,village,Травотолоки,
UA61040170450089985,6122686009,village,Тустоголови,
UA61040170460085479,6122610101,village,Футори,
UA61040170470082910,6123080207,village,Хоробрів,
UA61040170480026725,6123080202,village,Хоростець,
UA61040170490031172,6122681104,village,Храбузна,
UA61040170500063849,6122682530,village,Цецівка,
UA61040170510093561,6123080802,village,Цицори,
UA61040170520026325,6122689701,village,Ярославичі,
UA61040170530041218,6122689801,village,Ярчівці,
UA61040190000027979,6125083600,hromada,Золотниківська,
UA61040190010023959,6125083601,village,Золотники,
UA61040190020064274,6125083602,village,Багатківці,
UA61040190030094125,6125083603,village,Бенева,
UA61040190040037342,6125083604,village,Бурканів,
UA61040190050066513,6125083605,village,Вишеньки,
UA61040190060043483,6125083606,village,Вишнівчик,
UA61040190070089213,6125083607,village,Гайворонка,
UA61040190080023859,6125083608,village,Гвардійське,
UA61040190090041004,6125083609,village,Гончарки,
UA61040190100050382,6125083610,village,Зарваниця,
UA61040190110081656,6125083611,village,Котузів,
UA61040190120030914,6125083612,village,Маловоди,
UA61040190130071178,6125083613,village,Надрічне,
UA61040190140017058,6125083614,village,Панталиха,
UA61040190150040535,6125083615,village,Підруда,
UA61040190160048012,6125083616,village,Раковець,
UA61040190170081084,6125083617,village,Сапова,
UA61040190180045367,6125083618,village,Семиківці,
UA61040190190026802,6125083619,village,Сокільники,
UA61040190200054695,6125083620,village,Соколів,
UA61040190210036624,6125083621,village,Соснів,
UA61040210000084270,6125084100,hromada,Іванівська,
UA61040210010011611,6125084101,village,Іванівка,Ivanivka
UA61040210020026379,6125084103,village,Глещава,
UA61040210030056095,6125084104,village,Ілавче,
UA61040210040010476,6125084102,village,Лозівка,
UA61040210050026351,6125084105,village,Сороцьке,
UA61040230000060213,6123055100,hromada,Козівська,
UA61040230010032058,6123055100,urban village,Козова,Kozova
UA61040230020025703,6123088803,village,Бартошівка,
UA61040230030047079,6123080301,village,Бишки,
UA61040230040018909,6123080401,village,Будилів,
UA61040230050030857,6123084403,village,Будова,
UA61040230060061849,6123081701,village,Вибудів,
UA61040230070010581,6123081702,village,Вимислівка,
UA61040230080051972,6123081401,village,Вівся,
UA61040230090091002,6123081501,village,Вікторівка,
UA61040230100062982,6123081901,village,Геленки,
UA61040230110073323,6123082001,village,Глинна,
UA61040230120069594,6123082407,village,Горби,
UA61040230130069718,6123082401,village,Городище,Horodyshche
UA61040230140084881,6123083201,village,Дибще,
UA61040230150055083,6123084802,village,Заберізки,
UA61040230160075142,6123084805,village,Залісся,
UA61040230170053295,6123083601,village,Золота Слобода,
UA61040230180031109,6123082003,village,Золочівка,
UA61040230190014706,6123085202,village,Йосипівка,
UA61040230200026590,6123084401,village,Кальне,
UA61040230210028489,6123084620,village,Козівка,
UA61040230220076361,6123084801,village,Конюхи,
UA61040230230095495,6123085201,village,Криве,
UA61040230240017700,6123084405,village,Маковисько,
UA61040230250045908,6123085801,village,Мала Плавуча,
UA61040230260063626,6123080402,village,Медова,
UA61040230270050639,6123082409,village,Млинці,
UA61040230280070957,6123086101,village,Олесине,
UA61040230290034665,6123087803,village,Плоске,
UA61040230300032060,6123086501,village,Плотича,
UA61040230310099305,6123087140,village,Потік,
UA61040230320012437,6123087150,village,Сеньків,
UA61040230330037883,6123087801,village,Теофіпілка,
UA61040230340063942,6123086103,village,Уритва,
UA61040230350039955,6123088401,village,Ценів,
UA61040230360050295,6123088801,village,Щепанів,
UA61040250000021345,6123055400,hromada,Козлівська,
UA61040250010051560,6123055400,urban village,Козлів,
UA61040250020031207,6123055401,village,Дмухівці,
UA61040250030078243,6123055402,village,Покропивна,
UA61040250040073268,6123055403,village,Слобідка,
UA61040250050016000,6123055404,village,Таурів,
UA61040270000064661,6123085600,hromada,Купчинецька,
UA61040270010039610,6123085601,village,Купчинці,
UA61040270020026914,6123082802,village,Веснівка,
UA61040270030056076,6123084005,village,Дворище,
UA61040270040041304,6123082801,village,Денисів,
UA61040270050084962,6123085602,village,Драгоманівка,
UA61040270060075239,6123084001,village,Ішків,
UA61040270070081728,6123084002,village,Росохуватець,
UA61040270080024454,6123088501,village,Яструбове,
UA61040290000047781,6125055400,hromada,Микулинецька,
UA61040290010086870,6125055400,urban village,Микулинці,
UA61040290020018587,6125055300,urban village,Дружба,
UA61040290030053517,6125088303,village,Бернадівка,
UA61040290040095032,6125088302,village,Варваринці,
UA61040290050083906,6125055401,village,Воля,
UA61040290060093014,6125082201,village,Дарахів,
UA61040290070058118,6125055404,village,Дворіччя,
UA61040290080088127,6125055405,village,Заздрість,
UA61040290090039767,6125087102,village,Зубів,
UA61040290100095132,6125082202,village,Кам’янка,Kamianka
UA61040290110076824,6125055402,village,Конопківка,
UA61040290120024181,6125055403,village,Кривки,
UA61040290130078073,6125055406,village,Ладичин,
UA61040290140093075,6125088304,village,Налужжя,
UA61040290150064000,6125089202,village,Нова Брикуля,
UA61040290160024973,6125087101,village,Різдвяни,
UA61040290170015363,6125089203,village,Стара Брикуля,
UA61040290180062917,6125088301,village,Струсів,
UA61040290190092526,6125082203,village,Тютьків,
UA61040290200067085,6125089201,village,Хмелівка,
UA61040310000059301,6120485100,hromada,Нараївська,
UA61040310010012711,6120485101,village,Нараїв,
UA61040310020016229,6120480901,village,Вербів,
UA61040310030071812,6120487302,village,Волиця,
UA61040310040079179,6120483002,village,Гайок,
UA61040310050058988,6120485703,village,Гутисько,
UA61040310060025971,6120487003,village,Двірці,
UA61040310070019997,6120485705,village,Демня,
UA61040310080099363,6120485102,village,Дуляби,
UA61040310090098139,6120482701,village,Куряни,
UA61040310100026892,6120483001,village,Лапшин,
UA61040310110045168,6120482707,village,Павлів,
UA61040310120030731,6120487005,village,Писарівка,
UA61040310130011329,6120485701,village,Підвисоке,
UA61040310140022615,6120487007,village,Поточани,
UA61040310150065054,6120487001,village,Рекшин,
UA61040310160054017,6120487301,village,Рогачин,
UA61040310170010617,6120487009,village,Стриганці,
UA61040310180075655,6120485103,village,Шайбівка,
UA61040330000096161,6122686700,hromada,Озернянська,
UA61040330010011376,6122686701,village,Озерна,
UA61040330020076941,6122686702,village,Білківці,
UA61040330030079608,6122686703,village,Богданівка,
UA61040330040059881,6122681601,village,Висипівці,
UA61040330050013569,6122681602,village,Воробіївка,
UA61040330060013923,6122686704,village,Данилівці,
UA61040330070090488,6122681603,village,Кокутківці,
UA61040330080072465,6122686301,village,Нестерівці,
UA61040330090012508,6122686705,village,Осташівці,
UA61040330100083943,6122681607,village,Серединці,
UA61040330110072279,6122686706,village,Сировари,
UA61040330120096681,6122686707,village,Цебрів,
UA61040330130051330,6122686708,village,Яцківці,
UA61040350000078247,6124655100,hromada,Підволочиська,
UA61040350010048866,6124655100,urban village,Підволочиськ,Pidvolochysk
UA61040350020070106,6124655101,village,Богданівка,
UA61040350030073894,6124655102,village,Галущинці,
UA61040350040092948,6124655103,village,Дорофіївка,
UA61040350050099806,6124655104,village,Жеребки,
UA61040350060017170,6124655105,village,Іванівка,Ivanivka
UA61040350070066893,6124655106,village,Кам’янки,
UA61040350080080335,6124655107,village,Качанівка,
UA61040350090018120,6124655108,village,Клебанівка,
UA61040350100016348,6124655109,village,Коршилівка,
UA61040350110036163,6124655110,village,Мислова,
UA61040350120049215,6124655111,village,Мовчанівка,
UA61040350130036148,6124655112,village,Оріховець,
UA61040350140093011,6124655113,village,Рожиськ,
UA61040350150021915,6124655114,village,Росохуватець,
UA61040350160071387,6124655115,village,Староміщина,
UA61040350170060166,6124655116,village,Супранівка,
UA61040350180073054,6124655117,village,Тарноруда,
UA61040350190015030,6124655118,village,Турівка,
UA61040350200052967,6124655119,village,Фащівка,
UA61040350210052608,6124655120,village,Хмелиська,
UA61040350220065495,6124655121,village,Чернилівка,
UA61040350230077424,6124655122,village,Шевченкове,Shevchenkove
UA61040370000060170,6124810100,hromada,Підгаєцька,
UA61040370010042063,6124810100,city,Підгайці,Pidhaitsi
UA61040370020066852,6124880301,village,Білокриниця,
UA61040370030094158,6124880701,village,Боків,
UA61040370040028222,6124880901,village,Бронгалівка,
UA61040370050065811,6124880903,village,Вага,
UA61040370060075689,6124886201,village,Вербів,
UA61040370070074780,6124881820,village,Волиця,
UA61040370080054667,6124881101,village,Галич,Halych
UA61040370090059956,6124881401,village,Гнильче,
UA61040370100027288,6124881801,village,Голгоча,
UA61040370110067655,6124887303,village,Голендра,
UA61040370120046050,6124882501,village,Завалів,
UA61040370130052684,6124887305,village,Загайці,
UA61040370140017121,6124882505,village,Заставче,
UA61040370150041369,6124882502,village,Затурин,
UA61040370160051859,6124883401,village,Лиса,
UA61040370170056561,6124883501,village,Литвинів,
UA61040370180040819,6124884001,village,Мирне,
UA61040370190027894,6124880905,village,Михайлівка,Mykhailivka
UA61040370200023426,6124884501,village,Мозолівка,
UA61040370210067393,6124885001,village,Мужилів,
UA61040370220098760,6124885501,village,Новосілка,
UA61040370230066207,6124885801,village,Носів,
UA61040370240030925,6124881403,village,Пановичі,
UA61040370250071908,6124886501,village,Поплави,
UA61040370260015040,6124883502,village,Рудники,
UA61040370270013595,6124882503,village,Середнє,
UA61040370280089349,6124887001,village,Сільце,
UA61040370290032381,6124886502,village,Сонячне,
UA61040370300023088,6124887301,village,Старе Місто,
UA61040370310022923,6124883503,village,Старий Литвинів,
UA61040370320092056,6124886503,village,Степове,
UA61040370330083573,6124887701,village,Угринів,
UA61040370340012026,6124881405,village,Червень,
UA61040370350071714,6124888601,village,Юстинівка,
UA61040370360059782,6124887703,village,Яблунівка,
UA61040390000066619,6125286900,hromada,Підгороднянська,
UA61040390010054105,6125286901,village,Підгородне,
UA61040390020076994,6123081101,village,Великий Ходачків,
UA61040390030068974,6125282501,village,Довжанка,
UA61040390040023458,6125282601,village,Домаморич,
UA61040390050012496,6125282801,village,Драганівка,
UA61040390060012479,6125287002,village,Забойки,
UA61040390070054729,6125287001,village,Почапинці,
UA61040410000065219,6120487900,hromada,Саранчуківська,
UA61040410010025068,6120487901,village,Саранчуки,
UA61040410020018186,6120487902,village,Базниківка,
UA61040410030056827,6120486701,village,Божиків,
UA61040410040021712,6120487903,village,Вільховець,
UA61040410050095002,6120486705,village,Волощина,
UA61040410060089163,6120488403,village,Діброва,
UA61040410070043566,6120486702,village,Квіткове,
UA61040410080090834,6120487904,village,Котів,
UA61040410090082222,6120483902,village,Кути,
UA61040410100043230,6120487905,village,Літятин,
UA61040410110080339,6120483901,village,Мечищів,
UA61040410120069985,6120487906,village,Молохів,
UA61040410130011431,6120483903,village,Надорожнів,
UA61040410140052617,6120487907,village,Нова Гребля,
UA61040410150052530,6120487908,village,Рибники,
UA61040410160036165,6120488401,village,Слов’ятин,
UA61040410170030838,6120487909,village,Тростянець,Trostianets
UA61040410180021094,6120483904,village,Червоне,
UA61040410190044297,6124888301,village,Шумляни,
UA61040430000018305,6124610500,hromada,Скалатська,
UA61040430010057663,6124610500,city,Скалат,
UA61040430020065586,6124610501,village,Городниця,
UA61040430030013161,6124610503,village,Зарубинці,
UA61040430040093030,6124610504,village,Колодіївка,
UA61040430050032146,6124610505,village,Криве,
UA61040430060097688,6124610506,village,Магдалівка,
UA61040430070063529,6124610507,village,Митниця,
UA61040430080083433,6124610508,village,Новосілка,
UA61040430090053870,6124610509,village,Остап’є,
