eoname,schoolname
Липнязька загальноосвітня школа І-ІІІ ступенів Добровеличківської районної ради,Липнязька загальноосвітня школа І-ІІІ ступенів Добровеличківської районної ради Кіровоградської області
Луганська загальноосвітня школа І-ІІІ ступенів Петрівської районної ради,Луганська загальноосвітня школа І-ІІІ ступенів Петрівської районної ради Кіровоградської області
Новостародубська загальноосвітня школа І-ІІІ ступенів Петрівської районної ради,Новостародубська загальноосвітня школа І-ІІІ ступенів Петрівської районної ради Кіровоградської області (опорний заклад) 
Надлацьке навчально - виховне об'єднання Новоархангельської районної ради Кіровоградської області,"Надлацьке навчально-виховне об""єднання Новоархангельської районної ради Кіровоградської області (юридична особа) Надлацька загальноосвітня школа І-ІІІ ступенів Надлацького НВО(опорний заклад)"
"Цукрозаводський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - центр художньо-естетичної творчості учнівської молоді"" Олександрійської районної ради",Цукрозаводський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів центр художньо-естетичної творчості учнівської молоді» Олександрійської районної ради Кіровоградської області
Петрівська загальноосвітня школа І-ІІІ ступенів Петрівської районної ради,Петрівська загальноосвітня школа І-ІІІ ступенів Петрівської районної ради Кіровоградської області (опорний заклад)
"Куколівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Олександрійської районної ради","Куколівський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Олександрійської районної ради Кіровоградської області
"
Добронадіївська загальноосвітня школа І-ІІІ ступенів Олександрійської районної ради,Добронадіївська загальноосвітня школа І-ІІІ ступенів Олександрійської районної ради Кіровоградської області
Могильненська загальноосвітня школа І-ІІІ ступенів Гайворонського району,Могильненська загальноосвітня школа І-ІІІ ступенів Гайворонського району Кіровоградської області
Губівська загальноосвітня школа І-ІІІ ступенів імені Д. Бєдного Компаніївської районної ради,Губівська загальноосвітня школа І-ІІІ ступенів імені Д. Бєдного Компаніївської районної ради Кіровоградської області
Олександрівська загальноосвітня школа І-ІІІ ступенів Олександрійської районної ради,Олександрівська загальноосвітня школа І-ІІІ ступенів Олександрійської районної ради Кіровоградської області
"Головківський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Олександрійської районної ради","Головківський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Олександрійської районної ради Кіровоградської області
"
Першотравенська загальноосвітня школа I-III ступенів Компаніївської районної ради,Першотравенська загальноосвітня школа І-ІІІ ступенів Компаніївської районної ради Кіровоградської області
Войнівська загальноосвітня школа І-ІІІ ступенів Олександрійської районної ради,Войнівська загальноосвітня школа І-ІІІ ступенів Олександрійської районної ради Кіровоградської області
Лозуватська загальноосвітня школа І-ІІІ ступенів Компаніївської районної ради,Лозуватська загальноосвітня школа І-ІІІ ступенів Компаніївської районної ради Кіровоградської області
Протопопівська загальноосвітня школа І-ІІІ ступенів Олександрійської районної ради,"Протопопівська загальноосвітня школа І-ІІІ ступенів Олександрійської районної ради Кіровоградської області
"
Ганнівська загальноосвітня школа І-ІІІ ступенів Петрівської районної ради,Ганнівська загальноосвітня школа І-ІІІ ступенів Петрівської районної ради Кіровоградської області (опорний заклад)
Біловодський опорний заклад загальної середньої освіти,Біловодський опорний заклад загальної середньої освіти з філія Новоспасівська
"Опорний навчальний заклад ""Половинкинська загальноосвітня школа І-ІІІ ступенів Старобільської районної ради Луганської області""","Опорний навчальний заклад «Половинкинська загальноосвітня школа І-ІІІ ступенів Старобільської районної ради Луганської області» з філіями Байдівська, титарівська"
"Навчально-виховний комплекс ""Кримська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""","Навчально-виховний комплекс
 Кримська загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад
Новоайдарської районної ради
Луганської області"
Рівненська українська гімназія,Рівненська українська гімназія Рівненської міської ради
"Новаківський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""","Новаківський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів- дошкільний навчальний заклад"" Володимирецької районної ради"
Смизька загальноосвітня школа І-ІІІ ступенів Смизької селищної ради,Смизька загальноосвітня школа І-ІІІ ступенів Смизької селищної ради Дубенського району
Кролевецька спеціалізована школа I-III ступенів № 3 Кролевецької міської ради,Кролевецька спеціалізована школа І-ІІІ ступенів № 3 Кролевецької міської ради Сумської області
Кролевецька спеціалізована школа I-III ступенів № 1 Кролевецької міської ради,Кролевецька спеціалізована школа І-ІІІ ступенів № 1 Кролевецької міської ради Сумської області
"Кролевецький навчально-виховний комплекс № 6""загальноосвітня школа I-III ступенів - заклад дошкільної освіти (ясла-садок)"" Кролевецької міської ради",Кролевецький навчально-виховний комплекс № 6 «загальноосвітня школа І-ІІІ ступенів- заклад дошкільної освіти (ясла-садок)» Кролевецької міської ради Сумської області
Кролевецька загальноосвітня школа I-III ступенів № 5 Кролевецької міської ради,Кролевецька загальноосвітня школа І-ІІІ ступенів № 5 Кролевецької міської ради Сумської області
Миропільський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад Миропільської сільської ради Краснопільського району Сумської області,Миропільський навчально-виховний комплекс:загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад Миропільської сільської ради Краснопільського району Сумської області- опорний заклад
Грузчанська загальноосвітня школа I-III ступенів Кролевецької міської ради,Грузчанська загальноосвітня школа І-ІІІ ступенів Кролевецької міської ради Сумської області
Гімназія Новокаховської міської ради,Гімназія Новокаховської міської ради Херсонської області
Горностаївський заклад повної загальної середньої освіти № 1 імені Героя Радянського Союзу Цвіка Степана Степановича Горностаївської селищної ради Херсонської області,Горностаївський заклад повної загальної середньої освіти № 1 імені Героя Радянського Союзу Цвіка Степана Степановича Горностаївської селищної ради Херсонської області (опорний заклад)
Любимівська загальноосвітня школа I-III ступенів,Любимівська загальноосвітня школа І-ІІІ ступенів Іванівської районної ради херсонської області
Агайманська загальноосвітня школа I-III ступенів,Агайманська загальноосвітня школа І-ІІІ ступенів Іванівського району Херсонської області
Шарнопільський заклад загальної середньої освіти І-ІІІ ступенів,Шарнопільський заклад загальної середньої освіти І-ІІІ ступенів Монастирищенської районної ради Черкаської області
Бабанська загальноосвітня школа І-ІІІ ступенів Уманської районної ради Черкаської області,Бабанська загальноосвітня школа І-ІІІ ступенів Уманської районної ради Черкаської області з філія Гродзевська
"Опорний навчальний заклад ""Білозірська загальноосвітня школа І-ІІІ ступенів"" Білозірської сільської ради Черкаського району Черкаської області","Опорний навчальний заклад ""Білозірська загальноосвітня школа І-ІІІступенів"" Білозірської сільської ради Черкаського району Черкаської област"
Ладижинська загальноосвітня школа І-ІІІ ступенів Уманської районної ради Черкаської області,"Ладижинська загальноосвітня школа І-ІІІ ступенів Уманської районної ради Черкаської області з філіями Городницька, Рижавська, Ропотуська, Ятранівська"
"Шполянський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №2 - ліцей"" Шполянської міської ради об'єднаної територіальної громади Черкаської області",Шполянський навчально-виховний комплекс «Загальноосвітня школа І-ІІІ ступенів №2-ліцей» Шполянської міської ради об’єднаної територіальної громади Черкаської області об’єднаної територіальної громади Черкаської області
Дмитрушківська загальноосвітня школа І-ІІІ ступенів Уманської районної ради Черкаської області,"Дмитрушківська загальноосвітня школа І-ІІІ ступенів Уманської районної ради Черкаської області з філіями Гереженівська, Пугачівська"
"Городищенський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад""","Городищенський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів- дошкільний навчальний заклад"" Батуринської міської ради Бахмацького району Чернігівської області"
Батуринська загальноосвітня школа I-III ступенів імені Григора Орлика,Батуринська загальноосвітня школа I-III ступенів ім. Григора Орлика Батуринської ОТГ Чернігівської області
"Гімназія ""Київська Русь""","гімназія ""Київська Русь"" Дарницького району м.Києва"
Горохолинська загальноосвітня школа І-ІІІ ступенів імені Романа Кияка Богородчанської районної ради Івано-Франківської області,Горохолинська
Іваниківська загальноосвітня школа І-ІІІ ступенів Богородчанської районної ради Івано-Франківської області,Іваниківська
Марківська загальноосвітня школа І-ІІІ ступенів Богородчанської районної ради Івано-Франківської області,Марківська
Порогівська загальноосвітня школа І-ІІІ ступенів Богородчанської районної ради Івано-Франківської області,Порогівська
Саджавська загальноосвітня школа І-ІІІ ступенів Богородчанської районної ради Івано-Франківської області,Саджавська
Старунський навчально-виховний комплекс(загальноосвітня школа I-III ступенів-дошкільний навчальний заклад) Богородчанської районної ради Івано-Франківської області,Старунський НВК
Яблунська загальноосвітня школа І-ІІІ ступенів Богородчанської районної ради Івано-Франківської області,Яблунська
"Зеленський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Верховинської районної ради Івано-Франківської обл.",Зеленський НВК 
Блюдниківська загальноосвітня школа І-ІІІ ступенів Галицької районної ради Івано-Франківської області,Блюдниківська ЗОШ
Деліївська загальноосвітня школа І-ІІІ ступенів Галицької районної ради Івано-Франківської області,Деліївська ЗОШ
Дорогівська загальноосвітня школа І-ІІІ ступенів Галицької районної ради Івано-Франківської області,Дорогівська ЗОШ
Дубовецька загальноосвітня школа І-ІІІ ступенів Галицької районної ради Івано-Франківської області,Дубовецька ЗОШ
Задністрянська загальноосвітня школа І-ІІІ ступенів Галицької районної ради Івано-Франківської області,Задністрянська ЗОШ
Залуквянська загальноосвітня школа І-ІІІ ступенів імені Іванни Блажкевич Галицької районної ради Івано-Франківської області,Залуквянська ЗОШ
Комарівська загальноосвітня школа І-ІІІ ступенів Галицької районної ради Івано-Франківської області,Комарівська ЗОШ
Крилоська загальноосвітня школа І-ІІІ ступенів Галицької районної ради Івано-Франківської області,Крилоська ЗОШ
Маріямпільська загальноосвітня школа І-ІІІ ступенів Галицької районної ради Івано-Франківської області,Маріямпільська ЗОШ
Тустанська загальноосвітня школа І-ІІІ ступенів Галицької районної ради Івано-Франківської області,Тустанська ЗОШ
Чернелицька загальноосвітня школа І-ІІІ ст.,Чернелицька ЗОШ
Далешівська загальноосвітня школа І-ІІІ ст.,Далешівська ЗОШ
Поточищенська загальноосвітня школа І-ІІІ ступенів,Поточищенська ЗОШ
Раковецький навчально-виховний комплекс І-ІІІ ст.,Раковецький НВК
Росохацька загальноосвітня школа І-ІІІ ст.,Росохацька ЗОШ
Серафинецька загальноосвітня школа І-ІІІ ст.,Серафинецька ЗОШ
"Торговицький навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ст.-дошкільний навчальний заклад"" ім.Л. Мартовича",Торговицький НВК 
Ясеневопільнівська загальноосвітня школа І-ІІІ ст.,Ясеневопільнівська ЗОШ
"Великотур'янський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Долинська районна рада Івано-Франківської області",Великотур'янський НВК
"Малотур’янський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Долинської районної ради Івано-Франківської області",Малотур’янський НВК
Оболонська загальноосвітня школа I-III ступенів Долинської районної ради Івано-Франківської області,Оболонська ЗОШ
"Виноградський навчально-виховний комплекс ""ЗОШ І-ІІІ ступенів - ДНЗ""",Виноградський НВК
Воронська загальноосвітня школа І-ІІІ ступенів,Воронська
Ковалівська загальноосвітня школа І-ІІІ ступенів,Ковалівська
Ліснохлібичинська загальноосвітня школа І-ІІІ ступенів,Ліснохлібичинська
Підгайчиківська загальноосвітня школа І-ІІІ ступенів,Підгайчиківська
Раківчицька загальноосвітня школа І-ІІІ ступенів,Раківчицька
"Спаський навчально-виховний комплекс імені І.Я.Франка ""ЗОШ І-ІІІ ступенів - ДНЗ""",Спаський НВК
Струпківська загальноосвітня школа І-ІІІ ступенів,Струпківська
Торговицька загальноосвітня школа І-ІІІ ступенів,Торговицька
Гвіздецька загальноосвітня школа І-ІІІ ступенів Коломийської районної ради Івано-Франківської області,Гвіздецька
Отинійська загальноосвітня школа І-ІІІ ступенів,Отинійська
Тисменичанська загальноосвітня школа І-ІІІ ступенів Надвірнянської районної ради,Тисменичанська .
Васючинська загальноосвітня школа І-ІІІ ступенів Рогатинської районної ради,Васючинська ЗОШ
Долинянська загальноосвітня школа І-ІІІ ступенів Рогатинської районної ради,Долинянська ЗОШ
Жовчівська загальноосвітня школа І-ІІІ ступенів Рогатинської районної ради,Жовчівська ЗОШ
Конюшківська загальноосвітня школа І-ІІІ ступенів Рогатинської районної ради,Конюшківська ЗОШ
Черченська загальноосвітня школа І-ІІІ ступенів Рогатинської районної ради,Черченська ЗОШ
Ілемнянська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Ілемнянська
Красненська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Красненська
Липовицька загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Липовицька
Лоп'янська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Лоп'янська
Небилівська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Небилівська
Нижньострутинська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Нижньострутинська
Петранківська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Петранківська
Рівнянська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Рівнянська
Ріпненська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Ріпненська
Сваричівська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Сваричівська
Цінівська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Цінівська
Ясенська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Ясенська
Рожнятівська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,Рожнятівська
"Вовчківський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів -дошкільний навчальний заклад"" Снятинської районної ради Івано-Франківської області",Вовчківський НВК
Долішньозалучанська загальноосвітня школа І-ІІІ ступенів Снятинської районної ради Івано-Франківської області,Долішньозалучанська ЗОШ
Єзупільський навчально-виховний комплекс (загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад) Тисменицької районної ради Івано-Франківської області,Єзупільський НВК
Лисецький навчально-виховний комплекс (загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад) Тисменицької районної ради Івано-Франківської області,Лисецький НВК 
Тисменицька спеціалізована школа І-ІІІ ступенів з поглибленим вивченням окремих предметів Тисменицької районної ради Івано-Франківської області,Тисменицька 
Березівська загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,Березівська
Вільшаницька загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,Вільшаницька
Клубовецька загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,Клубовецька
Липівська загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,Липівська
"Марковецький навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів- дошкільний навчальний заклад Тисменицької районної ради Івано-Франківської області",Марковецький НВК
Підпечерівська школа загальної середньої освіти І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,Підпечерівська
"Поберезький навчально-виховний комплекс "" Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Тисменицької районної ради Івано-Франківської області",Поберезький НВК
Радчанська загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,Радчанська
"Рошнівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""",Рошнівський НВК
Старокривотульська загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,Старокривотульська
Старолисецька загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,Старолисецька
Черніївська загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,Черніївська
Чорнолізька загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,Чорнолізька
Гарасимівська загальноосвітня школа І-ІІІ ступенів,Гарасимівська ЗОШ
Гостівська загальноосвітня школа І-ІІІ ступенів,Гостівська ЗОШ
Микитинецька загальноосвітня школа І-ІІІ ступенів Івано-Франківської міської ради Івано-Франківської області,Микитинецька ЗОШ
Микуличинська загальноосвітня школа І-ІІІ ступенів Яремчанської міської ради Івано-Франківської області,Микуличинська ЗОШ
Ворохтянська загальноосвітня школа І-ІІІ ступенів Яремчанської міської ради Івано-Франківської області,Ворохтянська ЗОШ
"Комунальний заклад ""Соснинська загальноосвітня школа І-ІІІ ступенів імені Сергія Байдовського"" Іваничівської районної ради Волинської області","КЗ ""Соснинська загальноосвітня школа І-ІІІ ст. ім. Сергія Байдовського Іваничівської районної ради"
"Комунальний заклад ""Загальноосвітня школа І-ІІІ ступенів м. Устилуг Устилузької міської ради Волинської області""","КЗ ""Загальноосвітня школа І-ІІІ ст.м.Устилуг"""
"Комунальний заклад ""Загальноосвітня школа І-ІІІ ступенів с. Лудин Устилузької міської ради Волинської області""","КЗ ""Загальноосвітня школа І-ІІІ ст.с.Лудин"
"Комунальний заклад ""Загальноосвітня школа І-ІІІ ступенів с. Стенжаричі Устилузької міської ради Волинської області""","КЗ ""Загальноосвітня школа І-ІІІ ст.с.Стенжаричі"
"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-дитячий садок"" с. Льотниче Володимир-Волинського району Волинської області",НВК Загальноосвітня школа І-ІІІ ст. -дитячий садок с.Льотниче
"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-ліцей"" №1 імені Євгена Шабліовського м. Каменя-Каширського Волинської області","Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-ліцей"" №1 ім.Євгена Шабліовського м. Каменя-Каширського"
"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-гімназія"" №2 м. Каменя-Каширського Волинської області","Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-гімназія"" №2 м. Каменя-Каширського"
"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" с. Вербка Дубівської сільської ради Ковельського району Волинської області","НВК ""Загальноосвітня школа І-ІІІ ст.-ДНЗ"" с. Вербка"
"Опорний освітній заклад ""Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - гімназія"" смт Голоби"" Ковельського району Волинської області","ООЗ ""НВК ""Загальноосвітня школа І-ІІІ ст. - гімназія"" смт Голоби"""
"Опорний освітній заклад ""Велицька загальноосвітня школа І-ІІІ ступенів Велицької сільської ради Ковельського району Волинської області""","ООЗ ""Велицька загальноосвітня школа І-ІІІ ст."""
Загальноосвітня школа І-ІІІ ступеня с. Воютин Луцького району Волинської області,Загальноосвітня школа І-ІІІ ступеня с.Воютин
Загальноосвітня школа І-ІІІ ступеня с. Радомишль Луцького району Волинської області,Загальноосвітня школа І-ІІІ ступеня с.Радомишль
Загальноосвітня школа І-ІІІ ступеня с. Романів Луцького району Волинської області,Загальноосвітня школа І-ІІІ ступеня с.Романів
Загальноосвітня школа І-ІІІ ступеня с. Чаруків Луцького району Волинської області,Загальноосвітня школа І-ІІІ ступеня с.Чаруків
Загальноосвітня школа І-ІІІ ступеня с. Садів Луцького району Волинської області,Загальноосвітня школа І-ІІІ ступеня с.Садів
Загальноосвітня школа І-ІІІ ступенів с. Рованці Луцького району Волинської області,Загальноосвітня школа І-ІІІ ст. с. Рованці Луцького району
"Опорний навчальний заклад ""Люб'язівська загальноосвітня школа І-ІІІ ступенів Любешівської районної ради Волинської області""","ОНЗ ""Люб язівська Загальноосвітня школа І-ІІІ ст."""
Штунська загальноосвітня школа І-ІІІ ступенів Любомльської районної ради Волинської області,Штунська Загальноосвітня школа І-ІІІ ст.
Олеська загальноосвітня школа І-ІІІ ступенів Любомльської районної ради Волинської області,Олеська Загальноосвітня школа І-ІІІ ст.
Загальноосвітня школа І-ІІІ ступенів №1 імені Героя України Андрія Снітка смт Маневичі Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів №1 імені Героя України Андрія Снітка
"Навчально-виховний комплекс ""Маневицька загальноосвітня школа І-ІІІ ступенів №2 - гімназія ім. А. П. Бринського"" Маневицького району Волинської області","Навчально-виховний комплекс""Маневицька загальноосвітня школа І-ІІІ ступенів №2- гімназія"""
Загальноосвітня школа І-ІІІ ступенів с. Велика Осниця Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів с.Велика Осниця
Загальноосвітня школа І-ІІІ ступенів с. Велика Яблунька Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів с.Велика Яблунька
Загальноосвітня школа І-ІІІ ступенів с. Гораймівка Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів с.Гораймівка
Загальноосвітня школа І-ІІІ ступенів с. Комарове Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів с.Комарове
Загальноосвітня школа І-ІІІ ступенів с. Красноволя Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів с.Красноволя
Загальноосвітня школа І-ІІІ ступенів с. Кукли Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів с.Кукли
Загальноосвітня школа І-ІІІ ступенів с. Оконськ Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів с.Оконськ
Загальноосвітня школа І-ІІІ ступенів с. Старий Чорторийськ Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів с.Старий Чорторийськ
"Опорний заклад ""Загальноосвітня школа І-ІІІ ступенів с. Троянівка"" Маневицького району Волинської області","Опорний заклад""Загальноосвітня школа І-ІІІ ступенів с.Троянівка"""
"Опорний заклад ""Загальноосвітня школа І-ІІІ ступенів с. Цміни"" Маневицького району Волинської області","Опорний заклад""Загальноосвітня школа І-ІІІ ступенів с.Цміни"""
Загальноосвітня школа І-ІІІ ступенів імені Володимира Мельника с. Чорниж Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів імені Володимира Мельника с.Чорниж
Загальноосвітня школа І-ІІІ ступенів с. Рудники Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів с. Рудники Маневицького району 
Загальноосвітня школа І-ІІІ ступенів с. Четвертня Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів с. Четвертня Маневицького району 
Загальноосвітня школа І-ІІІ ступенів с. Боровичі Маневицького району Волинської області,Загальноосвітня школа І-ІІІ ступенів села Боровичі Маневицького району 
