eoname,schoolname
Коршівський ліцей об'єднаної територіальної громади Коршівської сільської ради Івано-Франківської області,Коршівський ліцей об'єднаної територіальної громади Коршівської сільської ради
"Луцький навчально-виховний комплекс ""Загальноосвітня школа І-ІІ ступенів №24-технологічний ліцей"" Луцької міської ради Волинської області","Луцький навчально-виховний комплекс ""Загальноосвітня школа І-ІІ ступенів №24 - технологічний ліцей"""
"Комунальний заклад ""Ковельська міська гімназія імені Олени Пчілки"" Ковельської міської ради Волинської області","Комунальний заклад ""Ковельська міська гімназія імені Олени Пчілки"""
Заклад загальної середньої освіти І -ІІІ ступенів №5 м. Ковеля Волинської області,Заклад загальної середньої освіти І-ІІІ ступенів №5 м. Ковеля
Загальноосвітня школа І-ІІІ ступеня с. Грудки Камінь-Каширського району Волинської області,загальноосвітня школа І-ІІІ ступеня села Грудки
Загальноосвітня школа І-ІІІ ступеня с. Конюхи Локачинського району Волинської області,Загальноосвітня школа І-ІІІ ступеня с.Конюхи
"Опорний навчальний заклад ""Навчально-виховний комплекс"" Локачинська загальноосвітня школа І-ІІІ ступенів - гімназія"" Локачинського району Волинської області","Опорний навчальний заклад ""Навчально-виховний комплекс ""Локачинська загальноосвітня школа І-ІІІ ступенів-гімназія"""
"Хворостівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Любомльського району Волинської області","Хворостівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"""
"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Броди Ратнівського району Волинської області","Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Броди"
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Гірники Ратнівського району Волинської області","Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Гірники"
"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Жиричі Ратнівського району Волинської області","Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступеня-дитячий садок"" с.Жиричі"
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Здомишель Ратнівського району Волинської області","Навчально - виховний комплекс ""загальноосвітня школа I-III ступеня - дитячий садок"" с. Здомишель"
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Кортеліси імені Василя Корнелюка Ратнівського району Волинської області","Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Кортеліси імені Василя Корнелюка"
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Прохід Ратнівського району Волинської області","Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Прохід"
Загальноосвітня школа І-ІІІ ступеня с. Береськ Рожищенського району Волинської області,Загальноосвітня школа І-ІІІ ступеня с.Береськ
Загальноосвітня школа І-ІІІ ступеня с. Крижівка Рожищенського району Волинської області,Загальноосвітня школа І-ІІІ ступеня села Крижівка
Загальноосвітня школа І-ІІІ ступеня с. Навіз Рожищенського району Волинської області,Загальноосвітня школа I-III ступеня села Навіз
Загальноосвітня школа І-ІІІ ступеня с. Ясенівка Рожищенського району Волинської області,Загальноосвітня школа І-ІІІ ступеня села Ясенівка
Загальноосвітня школа І-ІІІ ступеня ім. О. С. Панасюка с. Бобли Турійського району Волинської області,Загальноосвітня школа І-ІІІ ступеня ім. О.С.Панасюка с. Бобли 
Загальноосвітня школа І-ІІІ ступеня с. Маковичі Турійського району Волинської області,Загальноосвітня школа І-ІІІ ступеня с. Маковичі 
Загальноосвітня школа І-ІІІ ступеня с. Новий Двір Турійського району Волинської області,Загальноосвітня школа І-ІІІ ступеня с. Новий Двір
Загальноосвітня школа І-ІІІ ступеня с. Соловичі Турійського району Волинської області,Загальноосвітня школа І-ІІІ ступеня с. Соловичі
"Опорний заклад загальної середньої освіти І-ІІІ ступенів ""Світязький ліцей"" Шацької районної ради Волинської області","Опорний заклад загальної середньої освіти І-ІІІ ступенів ""Світязький ліцей"" Шацької районної ради"
Загальноосвітня школа І-ІІІ ступеня с.Підріжжя Ковельського району Волинської області,загальноосвітня школа І-ІІІ ступеня с.Підріжжя
"Опорний освітній заклад ""Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - гімназія"" смт Голоби"" Ковельського району Волинської області","Опорний освітній заклад ""Навчально-виховний комплекс ""Загальноосвітня школа І - ІІІ ступенів - гімназія"" смт Голоби"""
"Освітній опорний заклад навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-ліцей"" с. Зимне Володимир-Волинського району Волинської області","Освітній опорний заклад навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - ліцей"" с. Зимне"
Загальноосвітня школа І-ІІІ ступеня с. Хорохорин Луцького району Волинської області,Загальноосвітня школа І-ІІІ ступеня села Хорохорин
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Гута Ратнівського району Волинської області","Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с.Гута"
"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступеня-дитячий садок"" смт Заболоття Ратнівського району Волинської області","навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступеня-дитячий садок"" смт. Заболоття"
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Заліси Ратнівського району Волинської області","Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Заліси"
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Тур Ратнівського району Волинської області","Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Тур"
Рокинівський навчально-виховний комплекс Княгининівської сільської ради Волинської області,Рокинівський навчально-виховний комплекс Княгининівської сільської ради
"Вишнівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Любомльського району Волинської області","Вишнівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"""
"Машівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" села Машів Любомльського району Волинської області","Машівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"""
Олеська загальноосвітня школа І-ІІІ ступенів Любомльського району Волинської області,Олеська загальноосвітня школа І-ІІІ ступенів
Штунська загальноосвітня школа І-ІІІ ступенів Любомльського району Волинської області,Штунська загальноосвітня школа І-ІІІ ступенів 
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня -дитячий садок"" с. Видраниця Ратнівського району Волинської області","навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с.Видраниця"
"Опорний заклад освіти ""Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дитячий садок"" с. Заброди"" Забродівської сільської ради Ратнівського району Волинської області","Опорний заклад освіти ""Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дитячий садок"" с. Заброди"""
"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Замшани Ратнівського району Волинської області","НВК ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с.Замшани"
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Поступель Ратнівського району Волинської області","Навчально-виховний комплекс ""Загальноосвітня школа I-III ступеня - дитячий садок"" с. Поступель"
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Річиця Ратнівського району Волинської області","Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Річиця"
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Щедрогір Ратнівського району Волинської області","Навчально - виховний комплекс ""загальноосвітня школа І - ІІІ ступеня-дитячий садок"" с.Щедрогір"
"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Залухів Ратнівського району Волинської області","Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Залухів"
Загальноосвітня школа І-ІІІ ступеня с. Межисить Ратнівського району Волинської області,Загальноосвітня школа І-ІІІ ступеня с.Межисить
"Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Самари-Оріхові Ратнівського району Волинської області","Навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступеня - дитячий садок"" с. Самари-Оріхові"
"Заклад загальної середньої освіти ""Ветлівський ліцей"" Любешівської селищної ради Волинської області","Заклад загальної середньої освіти ""Ветлівський ліцей"""
"Опорний заклад навчально-виховний комплекс ""Колківська загальноосвітня школа І-ІІІ ступенів - ліцей"" Маневицького району Волинської області","Опорний заклад навчально виховний комплекс ""Колківська загальноосвітня школа І-ІІІ ступенів - ліцей"""
"Опорний навчальний заклад""Загальноосвітня школа І-ІІІ ступеня с. Смідин"" Старовижівського району Волинської області","опорний навчальний заклад ""Загальноосвітня школа І-ІІІ ступеня с. Смідин"""
Загальноосвітня школа І-ІІІ ступеня с. Кульчин Турійського району Волинської області,Загальноосвітня школа І-ІІІ ступеня с.Кульчин 
Турійська загальноосвітня школа І-ІІІ ступеня Турійського району Волинської області,Турійська загальноосвітня школа І-ІІІ ступеня
Загальноосвітня школа І-ІІІ ступеня №1 м. Ківерці Волинської області,Загальноосвітня школа І-ІІІ ступеня №1 м. Ківерці
Войнашівська загальноосвітня школа I-III ступенів Барської районної ради Вінницької області,Войнашівська загальноосвітня школа І-ІІІ ступенів
Навчально-виховний комплекс (середня загальноосвітня школа I-III ступенів-дошкільний навчальний заклад) с.Микулинці Літинського району Вінницької області,навчально-виховний комплекс (середня загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад) с. Микулинці
Козлівська середня загальноосвітня школа I-III ступенів Могилів-Подільського району Вінницької області,Козлівська середня загальноосвітня школа І-ІІІ ступенів Могилів-Подільського району
Серебрійська загальноосвітня школа I-III ступенів Могилів-Подільського району Вінницької області,Серебрійська загальноосвітня школа І-ІІІ ступенів
Юрковецька середня загальноосвітня школа I-III ступенів Могилів-Подільського району Вінницької області,Юрковецька середня загальноосвітня школа І-ІІІ ступенів
"Вендичанська середня загальноосвітня школа I-III ступенів , гімназія Могилів-Подільського району Вінницької області","Вендичанська середня загальноосвітня школа І-ІІІ ступенів, гімназія"
Загальноосвітня школа I-III ступенів с.Човновиця Оратівського району Вінницької області,Загальноосвітня школа І-ІІІ ступенів с.Човновиця
Загальноосвітня школа I-III ступенів смт Рудниця Піщанського району Вінницької області,Загальноосвітня школа І - ІІІ ступенів смт Рудниця
Опорна загальноосвітня школа I-III ступенів с. Уланів Хмільницького району Вінницької області,опорна загальноосвітня школа І-ІІІ ступенів с.Уланів 
"Немирівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №1 ім.М.Д.Леонтовича- гімназія"" Немирівської міської ради Вінницької області","Немирівський НВК ""Загальноосвітня школа І-ІІІ ст. №1 ім. М.Д.Леонтовича-гімназія"""
"Навчально-виховний комплекс ""Томашпільська загальноосвітня школа I-III ступенів - гімназія"" Томашпільської селищної ради Вінницької області","Навчально - виховний комплекс "" Томашпільська загальноосвітня школа І-ІІІ ступенів - гімназія "" "
"Комунальний заклад ""Бабчинецька загальноосвітня школа I-III ступенів Бабчинецької сільської ради Чернівецького району Вінницької області"" опорний заклад Бабчинецького освітнього округу","Комунальний заклад ""Бабчинецька загальноосвітня школа І-ІІІ ступенів Бабчинецької сільської ради Чернівецького району Вінницької області"""
Чернятська загальноосвітня школа I-III ступенів Джулинської сільської ради Вінницької області,Чернятська загальноосвітня школа І-ІІІ ступенів Джулинської сільської ради
Могилівська загальноосвітня школа I-III ступенів Гніванської міської ради Жмеринського району Вінницької області,Могилівська загальноосвітня школа І-ІІ-ІІІ ступенів
"Навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів - гімназія №2"" м.Гнівань Гніванської міської ради Тиврівського району Вінницької області","Навчально - виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - гімназія №2"""
Загальноосвітня школа I-III ступенів с.Нова Гребля Калинівського району Вінницької області,Загальноосвітня школа І-ІІІ ступенів села Нова Гребля
"Опорний комунальний навчальний заклад ""Софіївська загальноосвітня школа І-ІІІ ступенів"" Криворізької районної ради Дніпропетровської області","Опорний комунальний навчальний заклад ""Софіївська загальноосвітня школа І-ІІІ ступенів"""
"Опорний комунальний навчальний заклад ""Лозуватська загальноосвітня школа І-ІІІ ступенів імені Т.Г. Шевченка"" Криворізької районної ради Дніпропетровської області","Опорний комунальний навчальний заклад ""Лозуватська загальноосвітня школа  І-ІІІ ступенів імені Т.Г. Шевченка"""
"Опорний комунальний навчальний заклад ""Надеждівський навчально-виховний комплекс (загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад)"" Криворізької районної ради Дніпропетровської області","Опорний комунальний навчальний заклад  ""Надеждівський навчально-виховний комплекс (загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад)"""
"Комунальний навчальний заклад ""Веселівська загальноосвітня школа І-ІІІ ступенів"" Криворізької районної ради Дніпропетровської області","Комунальний навчальний заклад ""Веселівська загальноосвітня школа І-ІІІ ступенів"""
"Комунальний навчальний заклад ""Радушненська загальноосвітня школа І-ІІІ ступенів"" Криворізької районної ради Дніпропетровської області","Комунальний навчальний заклад ""Радушненська загальноосвітня школа І-ІІІ ступенів"""
"Комунальний навчальний заклад ""Радіонівська загальноосвітня школа І-ІІІ ступенів"" Криворізької районної ради Дніпропетровської області","Комунальний навчальний заклад ""Радіонівська загальноосвітня школа І-ІІІ ступенів"""
"Комунальний навчальний заклад ""Червоношахтарська загальноосвітня школа І-ІІІ ступенів"" Криворізької районної ради Дніпропетровської області","Комунальний навчальний заклад ""Червоношахтарська загальноосвітня школа І -ІІІ ступенів"""
"Комунальний навчальний заклад ""Червонозабійницька загальноосвітня школа І-ІІІ ступенів"" Криворізької районної ради Дніпропетровської області","Комунальний навчальний заклад ""Червонозабійницька загальноосвітня школа І-ІІІ ступенів"""
"Комунальний навчальний заклад ""Широківська загальноосвітня школа І-ІІІ ступенів"" Криворізької районної ради Дніпропетровської області","Комунальний навчальний заклад ""Широківська загальноосвітня школа І - ІІІ ступенів"""
Гуляйпільська середня загальноосвітня школа Криничанського району Дніпропетровської області,Гуляйпільська середня загальноосвітня школа
"Комунальний заклад ""Жданівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Магдалинівської районної ради Дніпропетровської області","Комунальний заклад ""Жданівський навчально-виховний комплекс"" загальноосвітня школа I-III ст. дошкільний навчальний заклад"" Магдалинівської районної ради"
"Комунальний заклад ""Мар'ївський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Магдалинівської районної ради Дніпропетровської області""","Комунальний заклад ""Мар""ївський навчально-виховний комплекс"" загальноосвітня школа I-III ст. дошкільний навчальний заклад"" Магдалинівської районної ради"
"Опорний навчальний заклад ""Жовтоолександрівський заклад загальної середньої освіти"" П'ятихатської районної ради Дніпропетровської області","Опорний навчальний заклад "" Жовтоолександрівський заклад загальної середньої освіти """
Манвелівська середня загальноосвітня школа Васильківського району Дніпропетровської області,Манвелівська середня загальноосвітня школа
Письменська середня загальноосвітня школа Васильківського району Дніпропетровської області,Письменська середня загальноосвітня школа
Авангардська середня загальноосвітня школа Васильківського району Дніпропетровської області,Авангардська середня загальноосвітня школа
Зеленогайська середня загальноосвітня школа I-III ступенів з дошкільним відділенням Васильківського району Дніпропетровської області,Зеленогайська середня загальноосвітня школа І-ІІІ ступенів з дошкільним відділенням 
"Малинський загальноосвітній навчально-виховний комплекс ""Школа-ліцей №1 ім. Ніни Сосніної"" I-III ступенів Житомирської області","Малинський загальноосвітній навчально-виховний комплекс ""Школа-ліцей№1 ім. Ніни Сосніної"" І-ІІІ ступенів"
Малинська загальноосвітня школа I-III ступенів №2 Житомирської області,Малинська загальноосвітня школа І-ІІІ ступенів №2
Малинська загальноосвітня школа I-III ступенів №3 Житомирської області,Малинська загальноосвітня школа І-ІІІ ступенів №3
Малинська загальноосвітня школа I-III ступенів №6 Житомирської області,Малинська загальноосвітня школа І-ІІІ ступенів №6
Івницька загальноосвітня школа I-III ступенів Андрушівського району Житомирської області,Івницька загальноосвітня школа І-ІІІ ступенів
"Топорищенський навчально-виховний комплекс ""Дошкільний навчальний заклад-загальноосвітній навчальний заклад I-III ступенів"" Хорошівського району Житомирської області","Топорищенський навчально-виховний комплекс ""Дошкільний навчальний заклад-загальноосвітній навчальний заклад І-ІІІ ступенів"""
"Городський НВК ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Коростишівського району Житомирської області","Городський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"""
Гранітнянська загальноосвітня школа I-III ступенів Малинського району Житомирської області,Гранітнянська загальноосвітня школа І-ІІІ ст
"Малинівський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітній навчальний заклад I-III ступенів"" Малинського району Житомирської області","Малинівський навчально-виховний комплекс ""Дошкільний навчальний заклад-загальноосвітній навчальний заклад І-ІІІ ступенів"""
"Нововороб'ївський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітній навчальний заклад І - ІІІ ступенів"" Малинського району Житомирської області","Нововороб'ївський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітній навчальний заклад І-ІІІ ступенів"""
Ігнатпільська загальноосвітня школа I-III ступенів Овруцького району Житомирської області,Ігнатпільська загальноосвітня школа І-ІІІ ступенів
"Опорний навчальний заклад ""Нововелідницька загальноосвітня школа І-ІІІ ступенів"" Овруцького району Житомирської області","Опорний навчальний заклад ""Нововелідницька загальноосвітня школа І - ІІІ ступенів"""
Першотравнева загальноосвітня школа І-ІІІ ступенів Овруцького району Житомирської області,Першотравнева загальноосвітня школа І-ІІІ ступенів
Видиборський ліцей інформаційних технологій Черняхівського району Житомирської області,Видиборський ліцей інформаційних технологій
Головинська гімназія Черняхівського району Житомирської області,Головинська гімназія
Черняхівська гімназія Житомирської області,Черняхівська гімназія
Черняхівська загальноосвітня школа І-ІІІ ступенів Черняхівського району Житомирської області,Черняхівська загальноосвітня школа І - ІІІ ступенів
"Базарський НВК ""ЗНЗ І-ІІІ ступенів - ДНЗ"" Народицького району Житомирської області","Базарський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"""
Коростишівська загальноосвітня школа I-III ступенів №1 Житомирської області,Коростишівська загальноосвітня школа I - III ступенів №1
Олевська загальноосвітня школа I-III ступенів №3 Житомирської області,Олевська загальноосвітня школа І-ІІІ ст.№3 
Кишинська загальноосвітня школа I-III ступенів Олевського району Житомирської області,Кишинська загальноосвітня школа І-ІІІ ступенів
Покровська загальноосвітня школа I-III ступенів Олевського району Житомирської області,Покровська загальноосвітня школа І-ІІІ ступенів 
Копищенська загальноосвітня школа I-III ступенів Олевського району Житомирської області,"Копищенська загальноосвітня школа І-ІІІ ступенів _x000D_
"
Тепеницька загальноосвітня школа I-III ступенів Олевського району Житомирської області,Тепеницька загальноосвітня школа І-ІІІ ступенів 
Хочинська загальноосвітня школа I-III ступенів Олевського району Житомирської області,Хочинська загальноосвітня школа І-ІІІ ступенів
Хомутецька загальноосвітня школа I-III ступенів Брусилівської селищної ради,Хомутецька загальноосвітня школа І-ІІІ ступенів
Романівська загальноосвітня школа І-ІІІ ступенів ім. М.Т. Рильського Попільнянського району Житомирської області,Романівська загальноосвітня школа І-ІІІ ступенів ім. М.Т.Рильського 
Ліщинська загальноосвітня школа I-III ступенів Житомирського району Житомирської області,Ліщинська загальноосвітня школа І- ІІІ ступенів
"Опорний заклад освіти ""Бондарівський заклад загальної середньої освіти І-ІІІ ступенів"" Овруцької міської ради Житомирської області","Опорний заклад освіти ""Бондарівський заклад загальної середньої освіти І-ІІІ ступенів"""
Андріївська загальноосвітня школа І-ІІІ ступенів Черняхівського району Житомирської області,Андріївська загальноосвітня школа І-ІІІ ступенів
Спеціалізована загальноосвітня школа І-ІІІ ступенів №4 із поглибленим вивченням словацької мови Ужгородської міської ради Закарпатської області,Спеціалізована загальноосвітня школа І-ІІІ ступенів №4 із поглибленим вивченням словацької мови Ужгородської міської ради
Широківський заклад загальної середньої освіти Широківської сільської ради Запорізького району Запорізької області,Широківський заклад загальної середньої освіти Широківської сільської ради Запорізького району Запорізької обласі
Броварська загальноосвітня школа І-ІІІ ступенів №9 Броварської міської ради Київської області,Броварська загальноосвітня школа І-ІІІ ступенів №9
Броварський навчально-виховний комплекс Броварської міської ради Київської області,Броварський навчально-виховний комплекс
"Васильківський академічний ліцей ""Успіх"" Васильківської міської ради Київської області","Васильківський академічний ліцей ""Успіх"" _x000D_
"
Васильківська загальноосвітня школа І-ІІІ ступенів №2 Васильківської міської ради Київської області,Васильківська загальноосвітня школа I-III ступенів №2
Переяслав-Хмельницька загальноосвітня школа І-ІІІ ступенів №2 Переяслав-Хмельницької міської ради Київської області,Переяслав - Хмельницька загальноосвітня школа І-ІІІ ступенів №2
Переяслав-Хмельницька загальноосвітня школа І-ІІІ ступенів №5 Переяслав-Хмельницької міської ради Київської області,Переяслав-Хмельницька загальноосвітня школа І-ІІІ ступенів №5 Переяслав-Хмельницької міської ради
Маловільшанська загальноосвітня школа І-ІІІ ступенів №2 Білоцерківського району Київської області,Маловільшанська загальноосвітня школа І-ІІІ ступенів №2
"Опорний навчальний заклад ""Озернянська загальноосвітня школа І-ІІІ ступенів"" Білоцерківського району Київської області","Опорний навчальний заклад ""Озернянська загальноосвітня школа І-ІІІ ступенів"""
Острійківська загальноосвітня школа І-ІІІ ступенів Білоцерківського району Київської області,Острійківська загальноосвітня школа І-ІІІ ступенів
"Пилипчанський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Білоцерківської районної ради Київської області","Пилипчанський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"""
"Потіївське навчально-виховне об'єднання ""Загальноосвітня школа І-ІІІ ступенів - дитячий садок"" Білоцерківського району Київської області","Потіївське навчально - виховне обєднання ""Загальноосвітня школа І-ІІІ ступенів - дитячий садок"""
